"Estado","Total","a�o","sexo","Instituci�n","numerocasos"
"Guerrero",20870,"2006","M","ISSSTE","511"
"Hidalgo",119,"2006","M","ISSSTE","0"
"Jalisco",30194,"2006","M","ISSSTE","112"
"México",3319,"2006","M","ISSSTE","8"
"Michoacán",15781,"2006","M","ISSSTE","334"
"Morelos",16064,"2006","M","ISSSTE","518"
"Nayarit",7786,"2006","M","ISSSTE","29"
"Nuevo León",75,"2006","M","ISSSTE","2"
"Oaxaca",2152,"2006","M","ISSSTE","54"
"Puebla",8249,"2006","M","ISSSTE","49"
"Querétaro",1939,"2006","M","ISSSTE","51"
"Quintana Roo",66,"2006","M","ISSSTE","7"
"San Luis Potosí",164,"2006","M","ISSSTE","4"
"Sinaloa",3402,"2006","M","ISSSTE","66"
"Sonora",1895,"2006","M","ISSSTE","35"
"Tabasco",8,"2006","M","ISSSTE","0"
"Tamaulipas",142,"2006","M","ISSSTE","4"
"Tlaxcala",16,"2006","M","ISSSTE","0"
"Veracruz",97,"2006","M","ISSSTE","1"
"Yucatán",26,"2006","M","ISSSTE","3"
"Zacatecas",1894,"2006","M","ISSSTE","7"
"Aguascalientes",1005,"2006","M","IMSS-OP","0"
"Baja California",47,"2006","M","IMSS-OP","0"
"Baja California Sur",60,"2006","M","IMSS-OP","0"
"Campeche",7,"2006","M","IMSS-OP","0"
"Coahuila",64,"2006","M","IMSS-OP","2"
"Colima",5495,"2006","M","IMSS-OP","0"
"Chiapas",96,"2006","M","IMSS-OP","17"
"Chihuahua",165,"2006","M","IMSS-OP","58"
"Distrito Federal",197,"2006","M","IMSS-OP","0"
"Durango",2942,"2006","M","IMSS-OP","388"
"Guanajuato",14810,"2006","M","IMSS-OP","0"
"Guerrero",20870,"2006","M","IMSS-OP","8"
"Hidalgo",119,"2006","M","IMSS-OP","6"
"Jalisco",30194,"2006","M","IMSS-OP","2"
"México",3319,"2006","M","IMSS-OP","6"
"Michoacán",15781,"2006","M","IMSS-OP","4080"
"Morelos",16064,"2006","M","IMSS-OP","8"
"Nayarit",7786,"2006","M","IMSS-OP","1877"
"Nuevo León",75,"2006","M","IMSS-OP","0"
"Oaxaca",2152,"2006","M","IMSS-OP","768"
"Puebla",8249,"2006","M","IMSS-OP","1965"
"Querétaro",1939,"2006","M","IMSS-OP","0"
"Quintana Roo",66,"2006","M","IMSS-OP","0"
"San Luis Potosí",164,"2006","M","IMSS-OP","35"
"Sinaloa",3402,"2006","M","IMSS-OP","814"
"Sonora",1895,"2006","M","IMSS-OP","0"
"Tabasco",8,"2006","M","IMSS-OP","0"
"Tamaulipas",142,"2006","M","IMSS-OP","16"
"Tlaxcala",16,"2006","M","IMSS-OP","0"
"Veracruz",97,"2006","M","IMSS-OP","16"
"Yucatán",26,"2006","M","IMSS-OP","12"
"Zacatecas",1894,"2006","M","IMSS-OP","367"
"Aguascalientes",1005,"2006","M","DIF","0"
"Baja California",47,"2006","M","DIF","0"
"Baja California Sur",60,"2006","M","DIF","0"
"Campeche",7,"2006","M","DIF","0"
"Coahuila",64,"2006","M","DIF","0"
"Colima",5495,"2006","M","DIF","0"
"Chiapas",96,"2006","M","DIF","0"
"Chihuahua",165,"2006","M","DIF","0"
"Distrito Federal",197,"2006","M","DIF","3"
"Durango",2942,"2006","M","DIF","0"
"Guanajuato",14810,"2006","M","DIF","0"
"Guerrero",20870,"2006","M","DIF","0"
"Hidalgo",119,"2006","M","DIF","0"
"Jalisco",30194,"2006","M","DIF","0"
"México",3319,"2006","M","DIF","1"
"Michoacán",15781,"2006","M","DIF","0"
"Morelos",16064,"2006","M","DIF","0"
"Nayarit",7786,"2006","M","DIF","2"
"Nuevo León",75,"2006","M","DIF","0"
"Oaxaca",2152,"2006","M","DIF","1"
"Puebla",8249,"2006","M","DIF","0"
"Querétaro",1939,"2006","M","DIF","7"
"Quintana Roo",66,"2006","M","DIF","0"
"San Luis Potosí",164,"2006","M","DIF","0"
"Sinaloa",3402,"2006","M","DIF","1"
"Sonora",1895,"2006","M","DIF","0"
"Tabasco",8,"2006","M","DIF","0"
"Tamaulipas",142,"2006","M","DIF","0"
"Tlaxcala",16,"2006","M","DIF","0"
"Veracruz",97,"2006","M","DIF","0"
"Yucatán",26,"2006","M","DIF","0"
"Zacatecas",1894,"2006","M","DIF","0"
"Aguascalientes",1005,"2006","M","PEMEX","0"
"Baja California",47,"2006","M","PEMEX","0"
"Baja California Sur",60,"2006","M","PEMEX","0"
"Campeche",7,"2006","M","PEMEX","0"
"Coahuila",64,"2006","M","PEMEX","0"
"Colima",5495,"2006","M","PEMEX","0"
"Chiapas",96,"2006","M","PEMEX","0"
"Chihuahua",165,"2006","M","PEMEX","0"
"Distrito Federal",197,"2006","M","PEMEX","0"
"Durango",2942,"2006","M","PEMEX","0"
"Guanajuato",14810,"2006","M","PEMEX","13"
"Guerrero",20870,"2006","M","PEMEX","0"
"Hidalgo",119,"2006","M","PEMEX","0"
"Jalisco",30194,"2006","M","PEMEX","0"
"México",3319,"2006","M","PEMEX","0"
"Michoacán",15781,"2006","M","PEMEX","0"
"Morelos",16064,"2006","M","PEMEX","0"
"Nayarit",7786,"2006","M","PEMEX","0"
"Nuevo León",75,"2006","M","PEMEX","0"
"Oaxaca",2152,"2006","M","PEMEX","0"
"Puebla",8249,"2006","M","PEMEX","0"
"Querétaro",1939,"2006","M","PEMEX","0"
"Quintana Roo",66,"2006","M","PEMEX","0"
"San Luis Potosí",164,"2006","M","PEMEX","0"
"Sinaloa",3402,"2006","M","PEMEX","0"
"Sonora",1895,"2006","M","PEMEX","0"
"Tabasco",8,"2006","M","PEMEX","0"
"Tamaulipas",142,"2006","M","PEMEX","2"
"Tlaxcala",16,"2006","M","PEMEX","0"
"Veracruz",97,"2006","M","PEMEX","0"
"Yucatán",26,"2006","M","PEMEX","0"
"Zacatecas",1894,"2006","M","PEMEX","0"
"Aguascalientes",1005,"2006","M","SEDENA","0"
"Baja California",47,"2006","M","SEDENA","1"
"Baja California Sur",60,"2006","M","SEDENA","0"
"Campeche",7,"2006","M","SEDENA","0"
"Coahuila",64,"2006","M","SEDENA","0"
"Colima",5495,"2006","M","SEDENA","3"
"Chiapas",96,"2006","M","SEDENA","7"
"Chihuahua",165,"2006","M","SEDENA","0"
"Distrito Federal",197,"2006","M","SEDENA","2"
"Durango",2942,"2006","M","SEDENA","2"
"Guanajuato",14810,"2006","M","SEDENA","24"
"Guerrero",20870,"2006","M","SEDENA","44"
"Hidalgo",119,"2006","M","SEDENA","0"
"Jalisco",30194,"2006","M","SEDENA","74"
"México",3319,"2006","M","SEDENA","0"
"Michoacán",15781,"2006","M","SEDENA","24"
"Morelos",16064,"2006","M","SEDENA","14"
"Nayarit",7786,"2006","M","SEDENA","52"
"Nuevo León",75,"2006","M","SEDENA","0"
"Oaxaca",2152,"2006","M","SEDENA","7"
"Puebla",8249,"2006","M","SEDENA","4"
"Querétaro",1939,"2006","M","SEDENA","0"
"Quintana Roo",66,"2006","M","SEDENA","0"
"San Luis Potosí",164,"2006","M","SEDENA","0"
"Sinaloa",3402,"2006","M","SEDENA","16"
"Sonora",1895,"2006","M","SEDENA","4"
"Tabasco",8,"2006","M","SEDENA","0"
"Tamaulipas",142,"2006","M","SEDENA","2"
"Tlaxcala",16,"2006","M","SEDENA","0"
"Veracruz",97,"2006","M","SEDENA","0"
"Yucatán",26,"2006","M","SEDENA","0"
"Zacatecas",1894,"2006","M","SEDENA","1"
"Aguascalientes",1005,"2006","M","SEMAR","0"
"Baja California",47,"2006","M","SEMAR","0"
"Baja California Sur",60,"2006","M","SEMAR","0"
"Campeche",7,"2006","M","SEMAR","0"
"Coahuila",64,"2006","M","SEMAR","0"
"Colima",5495,"2006","M","SEMAR","41"
"Chiapas",96,"2006","M","SEMAR","0"
"Chihuahua",165,"2006","M","SEMAR","0"
"Distrito Federal",197,"2006","M","SEMAR","2"
"Durango",2942,"2006","M","SEMAR","0"
"Guanajuato",14810,"2006","M","SEMAR","0"
"Guerrero",20870,"2006","M","SEMAR","45"
"Hidalgo",119,"2006","M","SEMAR","0"
"Jalisco",30194,"2006","M","SEMAR","0"
"México",3319,"2006","M","SEMAR","0"
"Michoacán",15781,"2006","M","SEMAR","13"
"Morelos",16064,"2006","M","SEMAR","0"
"Nayarit",7786,"2006","M","SEMAR","0"
"Nuevo León",75,"2006","M","SEMAR","0"
"Oaxaca",2152,"2006","M","SEMAR","1"
"Puebla",8249,"2006","M","SEMAR","0"
"Querétaro",1939,"2006","M","SEMAR","0"
"Quintana Roo",66,"2006","M","SEMAR","0"
"San Luis Potosí",164,"2006","M","SEMAR","0"
"Sinaloa",3402,"2006","M","SEMAR","18"
"Sonora",1895,"2006","M","SEMAR","0"
"Tabasco",8,"2006","M","SEMAR","0"
"Tamaulipas",142,"2006","M","SEMAR","0"
"Tlaxcala",16,"2006","M","SEMAR","0"
"Veracruz",97,"2006","M","SEMAR","0"
"Yucatán",26,"2006","M","SEMAR","0"
"Zacatecas",1894,"2006","M","SEMAR","0"
"Aguascalientes",1005,"2006","M","OTRAS","0"
"Baja California",47,"2006","M","OTRAS","14"
"Baja California Sur",60,"2006","M","OTRAS","0"
"Campeche",7,"2006","M","OTRAS","2"
"Coahuila",64,"2006","M","OTRAS","4"
"Colima",5495,"2006","M","OTRAS","28"
"Chiapas",96,"2006","M","OTRAS","0"
"Chihuahua",165,"2006","M","OTRAS","11"
"Distrito Federal",197,"2006","M","OTRAS","13"
"Durango",2942,"2006","M","OTRAS","0"
"Guanajuato",14810,"2006","M","OTRAS","3569"
"Guerrero",20870,"2006","M","OTRAS","16"
"Hidalgo",119,"2006","M","OTRAS","2"
"Jalisco",30194,"2006","M","OTRAS","1844"
"México",3319,"2006","M","OTRAS","179"
"Michoacán",15781,"2006","M","OTRAS","0"
"Morelos",16064,"2006","M","OTRAS","0"
"Nayarit",7786,"2006","M","OTRAS","21"
"Nuevo León",75,"2006","M","OTRAS","26"
"Oaxaca",2152,"2006","M","OTRAS","1"
"Puebla",8249,"2006","M","OTRAS","34"
"Querétaro",1939,"2006","M","OTRAS","34"
"Quintana Roo",66,"2006","M","OTRAS","0"
"San Luis Potosí",164,"2006","M","OTRAS","1"
"Sinaloa",3402,"2006","M","OTRAS","402"
"Sonora",1895,"2006","M","OTRAS","63"
"Tabasco",8,"2006","M","OTRAS","0"
"Tamaulipas",142,"2006","M","OTRAS","2"
"Tlaxcala",16,"2006","M","OTRAS","0"
"Veracruz",97,"2006","M","OTRAS","0"
"Yucatán",26,"2006","M","OTRAS","1"
"Zacatecas",1894,"2006","M","OTRAS","0"
"Aguascalientes",940,"2007","M","SALUD","930"
"Baja California",65,"2007","M","SALUD","16"
"Baja California Sur",57,"2007","M","SALUD","46"
"Campeche",14,"2007","M","SALUD","8"
"Coahuila",78,"2007","M","SALUD","23"
"Colima",5335,"2007","M","SALUD","3962"
"Chiapas",143,"2007","M","SALUD","61"
"Chihuahua",191,"2007","M","SALUD","76"
"Distrito Federal",202,"2007","M","SALUD","142"
"Durango",3151,"2007","M","SALUD","2616"
"Guanajuato",14840,"2007","M","SALUD","6314"
"Guerrero",19015,"2007","M","SALUD","15737"
"Hidalgo",55,"2007","M","SALUD","44"
"Jalisco",27848,"2007","M","SALUD","19655"
"México",3166,"2007","M","SALUD","2990"
"Michoacán",13661,"2007","M","SALUD","8543"
"Morelos",16403,"2007","M","SALUD","12342"
"Nayarit",8716,"2007","M","SALUD","5557"
"Nuevo León",80,"2007","M","SALUD","26"
"Oaxaca",2303,"2007","M","SALUD","1401"
"Puebla",6960,"2007","M","SALUD","4350"
"Querétaro",1739,"2007","M","SALUD","556"
"Quintana Roo",51,"2007","M","SALUD","22"
"San Luis Potosí",131,"2007","M","SALUD","53"
"Sinaloa",3619,"2007","M","SALUD","1545"
"Sonora",2027,"2007","M","SALUD","1485"
"Tabasco",20,"2007","M","SALUD","10"
"Tamaulipas",134,"2007","M","SALUD","82"
"Tlaxcala",26,"2007","M","SALUD","16"
"Veracruz",159,"2007","M","SALUD","72"
"Yucatán",24,"2007","M","SALUD","5"
"Zacatecas",1922,"2007","M","SALUD","1393"
"Aguascalientes",940,"2007","M","IMSS-ORD","9"
"Baja California",65,"2007","M","IMSS-ORD","27"
"Baja California Sur",57,"2007","M","IMSS-ORD","4"
"Campeche",14,"2007","M","IMSS-ORD","2"
"Coahuila",78,"2007","M","IMSS-ORD","40"
"Colima",5335,"2007","M","IMSS-ORD","1263"
"Chiapas",143,"2007","M","IMSS-ORD","15"
"Chihuahua",191,"2007","M","IMSS-ORD","44"
"Distrito Federal",202,"2007","M","IMSS-ORD","13"
"Durango",3151,"2007","M","IMSS-ORD","89"
"Guanajuato",14840,"2007","M","IMSS-ORD","4559"
"Guerrero",19015,"2007","M","IMSS-ORD","2821"
"Hidalgo",55,"2007","M","IMSS-ORD","0"
"Jalisco",27848,"2007","M","IMSS-ORD","5546"
"México",3166,"2007","M","IMSS-ORD","21"
"Michoacán",13661,"2007","M","IMSS-ORD","1276"
"Morelos",16403,"2007","M","IMSS-ORD","3367"
"Nayarit",8716,"2007","M","IMSS-ORD","937"
"Nuevo León",80,"2007","M","IMSS-ORD","43"
"Oaxaca",2303,"2007","M","IMSS-ORD","74"
"Puebla",6960,"2007","M","IMSS-ORD","486"
"Querétaro",1739,"2007","M","IMSS-ORD","1092"
"Quintana Roo",51,"2007","M","IMSS-ORD","21"
"San Luis Potosí",131,"2007","M","IMSS-ORD","38"
"Sinaloa",3619,"2007","M","IMSS-ORD","590"
"Sonora",2027,"2007","M","IMSS-ORD","414"
"Tabasco",20,"2007","M","IMSS-ORD","5"
"Tamaulipas",134,"2007","M","IMSS-ORD","31"
"Tlaxcala",26,"2007","M","IMSS-ORD","10"
"Veracruz",159,"2007","M","IMSS-ORD","59"
"Yucatán",24,"2007","M","IMSS-ORD","9"
"Zacatecas",1922,"2007","M","IMSS-ORD","41"
"Aguascalientes",940,"2007","M","ISSSTE","1"
"Baja California",65,"2007","M","ISSSTE","0"
"Baja California Sur",57,"2007","M","ISSSTE","6"
"Campeche",14,"2007","M","ISSSTE","0"
"Coahuila",78,"2007","M","ISSSTE","2"
"Colima",5335,"2007","M","ISSSTE","47"
"Chiapas",143,"2007","M","ISSSTE","14"
"Chihuahua",191,"2007","M","ISSSTE","1"
"Distrito Federal",202,"2007","M","ISSSTE","30"
"Durango",3151,"2007","M","ISSSTE","2"
"Guanajuato",14840,"2007","M","ISSSTE","106"
"Guerrero",19015,"2007","M","ISSSTE","369"
"Hidalgo",55,"2007","M","ISSSTE","1"
"Jalisco",27848,"2007","M","ISSSTE","81"
"México",3166,"2007","M","ISSSTE","2"
"Michoacán",13661,"2007","M","ISSSTE","355"
"Morelos",16403,"2007","M","ISSSTE","636"
"Nayarit",8716,"2007","M","ISSSTE","76"
"Nuevo León",80,"2007","M","ISSSTE","0"
"Oaxaca",2303,"2007","M","ISSSTE","72"
"Puebla",6960,"2007","M","ISSSTE","60"
"Querétaro",1739,"2007","M","ISSSTE","45"
"Quintana Roo",51,"2007","M","ISSSTE","6"
"San Luis Potosí",131,"2007","M","ISSSTE","3"
"Sinaloa",3619,"2007","M","ISSSTE","61"
"Sonora",2027,"2007","M","ISSSTE","31"
"Tabasco",20,"2007","M","ISSSTE","1"
"Tamaulipas",134,"2007","M","ISSSTE","8"
"Tlaxcala",26,"2007","M","ISSSTE","0"
"Veracruz",159,"2007","M","ISSSTE","2"
"Yucatán",24,"2007","M","ISSSTE","0"
"Zacatecas",1922,"2007","M","ISSSTE","4"
"Aguascalientes",940,"2007","M","IMSS-OP","N.A."
"Baja California",65,"2007","M","IMSS-OP","2"
"Baja California Sur",57,"2007","M","IMSS-OP","N.A."
"Campeche",14,"2007","M","IMSS-OP","2"
"Coahuila",78,"2007","M","IMSS-OP","8"
"Colima",5335,"2007","M","IMSS-OP","N.A."
"Chiapas",143,"2007","M","IMSS-OP","27"
"Chihuahua",191,"2007","M","IMSS-OP","66"
"Distrito Federal",202,"2007","M","IMSS-OP","0"
"Durango",3151,"2007","M","IMSS-OP","439"
"Guanajuato",14840,"2007","M","IMSS-OP","1"
"Guerrero",19015,"2007","M","IMSS-OP","0"
"Hidalgo",55,"2007","M","IMSS-OP","9"
"Jalisco",27848,"2007","M","IMSS-OP","0"
"México",3166,"2007","M","IMSS-OP","1"
"Michoacán",13661,"2007","M","IMSS-OP","3457"
"Morelos",16403,"2007","M","IMSS-OP","11"
"Nayarit",8716,"2007","M","IMSS-OP","2066"
"Nuevo León",80,"2007","M","IMSS-OP","0"
"Oaxaca",2303,"2007","M","IMSS-OP","738"
"Puebla",6960,"2007","M","IMSS-OP","2031"
"Querétaro",1739,"2007","M","IMSS-OP","0"
"Quintana Roo",51,"2007","M","IMSS-OP","N.A."
"San Luis Potosí",131,"2007","M","IMSS-OP","34"
"Sinaloa",3619,"2007","M","IMSS-OP","1042"
"Sonora",2027,"2007","M","IMSS-OP","0"
"Tabasco",20,"2007","M","IMSS-OP","N.A."
"Tamaulipas",134,"2007","M","IMSS-OP","9"
"Tlaxcala",26,"2007","M","IMSS-OP","0"
"Veracruz",159,"2007","M","IMSS-OP","25"
"Yucatán",24,"2007","M","IMSS-OP","9"
"Zacatecas",1922,"2007","M","IMSS-OP","474"
"Aguascalientes",940,"2007","M","DIF","0"
"Baja California",65,"2007","M","DIF","N.A."
"Baja California Sur",57,"2007","M","DIF","N.A."
"Campeche",14,"2007","M","DIF","0"
"Coahuila",78,"2007","M","DIF","0"
"Colima",5335,"2007","M","DIF","0"
"Chiapas",143,"2007","M","DIF","N.A."
"Chihuahua",191,"2007","M","DIF","N.A."
"Distrito Federal",202,"2007","M","DIF","2"
"Durango",3151,"2007","M","DIF","0"
"Guanajuato",14840,"2007","M","DIF","N.A."
"Guerrero",19015,"2007","M","DIF","N.A."
"Hidalgo",55,"2007","M","DIF","0"
"Jalisco",27848,"2007","M","DIF","0"
"México",3166,"2007","M","DIF","1"
"Michoacán",13661,"2007","M","DIF","N.A."
"Morelos",16403,"2007","M","DIF","N.A."
"Nayarit",8716,"2007","M","DIF","4"
"Nuevo León",80,"2007","M","DIF","0"
"Oaxaca",2303,"2007","M","DIF","0"
"Puebla",6960,"2007","M","DIF","0"
"Querétaro",1739,"2007","M","DIF","1"
"Quintana Roo",51,"2007","M","DIF","N.A."
"San Luis Potosí",131,"2007","M","DIF","N.A."
"Sinaloa",3619,"2007","M","DIF","1"
"Sonora",2027,"2007","M","DIF","N.A."
"Tabasco",20,"2007","M","DIF","N.A."
"Tamaulipas",134,"2007","M","DIF","0"
"Tlaxcala",26,"2007","M","DIF","0"
"Veracruz",159,"2007","M","DIF","0"
"Yucatán",24,"2007","M","DIF","0"
"Zacatecas",1922,"2007","M","DIF","0"
"Aguascalientes",940,"2007","M","PEMEX","N.A."
"Baja California",65,"2007","M","PEMEX","N.A."
"Baja California Sur",57,"2007","M","PEMEX","N.A."
"Campeche",14,"2007","M","PEMEX","0"
"Coahuila",78,"2007","M","PEMEX","N.A."
"Colima",5335,"2007","M","PEMEX","N.A."
"Chiapas",143,"2007","M","PEMEX","0"
"Chihuahua",191,"2007","M","PEMEX","N.A."
"Distrito Federal",202,"2007","M","PEMEX","0"
"Durango",3151,"2007","M","PEMEX","N.A."
"Guanajuato",14840,"2007","M","PEMEX","15"
"Guerrero",19015,"2007","M","PEMEX","N.A."
"Hidalgo",55,"2007","M","PEMEX","0"
"Jalisco",27848,"2007","M","PEMEX","0"
"México",3166,"2007","M","PEMEX","N.A."
"Michoacán",13661,"2007","M","PEMEX","N.A."
"Morelos",16403,"2007","M","PEMEX","N.A."
"Nayarit",8716,"2007","M","PEMEX","N.A."
"Nuevo León",80,"2007","M","PEMEX","0"
"Oaxaca",2303,"2007","M","PEMEX","3"
"Puebla",6960,"2007","M","PEMEX","0"
"Querétaro",1739,"2007","M","PEMEX","N.A."
"Quintana Roo",51,"2007","M","PEMEX","N.A."
"San Luis Potosí",131,"2007","M","PEMEX","0"
"Sinaloa",3619,"2007","M","PEMEX","1"
"Sonora",2027,"2007","M","PEMEX","N.A."
"Tabasco",20,"2007","M","PEMEX","0"
"Tamaulipas",134,"2007","M","PEMEX","1"
"Tlaxcala",26,"2007","M","PEMEX","N.A."
"Veracruz",159,"2007","M","PEMEX","0"
"Yucatán",24,"2007","M","PEMEX","N.A."
"Zacatecas",1922,"2007","M","PEMEX","N.A."
"Aguascalientes",940,"2007","M","SEDENA","0"
"Baja California",65,"2007","M","SEDENA","0"
"Baja California Sur",57,"2007","M","SEDENA","0"
"Campeche",14,"2007","M","SEDENA","1"
"Coahuila",78,"2007","M","SEDENA","1"
"Colima",5335,"2007","M","SEDENA","4"
"Chiapas",143,"2007","M","SEDENA","1"
"Chihuahua",191,"2007","M","SEDENA","0"
"Distrito Federal",202,"2007","M","SEDENA","7"
"Durango",3151,"2007","M","SEDENA","5"
"Guanajuato",14840,"2007","M","SEDENA","21"
"Guerrero",19015,"2007","M","SEDENA","79"
"Hidalgo",55,"2007","M","SEDENA","0"
"Jalisco",27848,"2007","M","SEDENA","56"
"México",3166,"2007","M","SEDENA","1"
"Michoacán",13661,"2007","M","SEDENA","21"
"Morelos",16403,"2007","M","SEDENA","47"
"Nayarit",8716,"2007","M","SEDENA","56"
"Nuevo León",80,"2007","M","SEDENA","0"
"Oaxaca",2303,"2007","M","SEDENA","4"
"Puebla",6960,"2007","M","SEDENA","1"
"Querétaro",1739,"2007","M","SEDENA","N.A."
"Quintana Roo",51,"2007","M","SEDENA","1"
"San Luis Potosí",131,"2007","M","SEDENA","0"
"Sinaloa",3619,"2007","M","SEDENA","15"
"Sonora",2027,"2007","M","SEDENA","9"
"Tabasco",20,"2007","M","SEDENA","2"
"Tamaulipas",134,"2007","M","SEDENA","2"
"Tlaxcala",26,"2007","M","SEDENA","0"
"Veracruz",159,"2007","M","SEDENA","1"
"Yucatán",24,"2007","M","SEDENA","0"
"Zacatecas",1922,"2007","M","SEDENA","9"
"Aguascalientes",940,"2007","M","SEMAR","N.A."
"Baja California",65,"2007","M","SEMAR","0"
"Baja California Sur",57,"2007","M","SEMAR","1"
"Campeche",14,"2007","M","SEMAR","0"
"Coahuila",78,"2007","M","SEMAR","N.A."
"Colima",5335,"2007","M","SEMAR","30"
"Chiapas",143,"2007","M","SEMAR","18"
"Chihuahua",191,"2007","M","SEMAR","N.A."
"Distrito Federal",202,"2007","M","SEMAR","0"
"Durango",3151,"2007","M","SEMAR","N.A."
"Guanajuato",14840,"2007","M","SEMAR","N.A."
"Guerrero",19015,"2007","M","SEMAR","9"
"Hidalgo",55,"2007","M","SEMAR","N.A."
"Jalisco",27848,"2007","M","SEMAR","3"
"México",3166,"2007","M","SEMAR","N.A."
"Michoacán",13661,"2007","M","SEMAR","9"
"Morelos",16403,"2007","M","SEMAR","N.A."
"Nayarit",8716,"2007","M","SEMAR","0"
"Nuevo León",80,"2007","M","SEMAR","N.A."
"Oaxaca",2303,"2007","M","SEMAR","9"
"Puebla",6960,"2007","M","SEMAR","N.A."
"Querétaro",1739,"2007","M","SEMAR","N.A."
"Quintana Roo",51,"2007","M","SEMAR","1"
"San Luis Potosí",131,"2007","M","SEMAR","N.A."
"Sinaloa",3619,"2007","M","SEMAR","7"
"Sonora",2027,"2007","M","SEMAR","5"
"Tabasco",20,"2007","M","SEMAR","0"
"Tamaulipas",134,"2007","M","SEMAR","1"
"Tlaxcala",26,"2007","M","SEMAR","N.A."
"Veracruz",159,"2007","M","SEMAR","0"
"Yucatán",24,"2007","M","SEMAR","1"
"Zacatecas",1922,"2007","M","SEMAR","N.A."
"Aguascalientes",940,"2007","M","Otras","0"
"Baja California",65,"2007","M","Otras","20"
"Baja California Sur",57,"2007","M","Otras","N.A."
"Campeche",14,"2007","M","Otras","1"
"Coahuila",78,"2007","M","Otras","4"
"Colima",5335,"2007","M","Otras","29"
"Chiapas",143,"2007","M","Otras","7"
"Chihuahua",191,"2007","M","Otras","4"
"Distrito Federal",202,"2007","M","Otras","8"
"Durango",3151,"2007","M","Otras","0"
"Guanajuato",14840,"2007","M","Otras","3824"
"Guerrero",19015,"2007","M","Otras","0"
"Hidalgo",55,"2007","M","Otras","1"
"Jalisco",27848,"2007","M","Otras","2507"
"México",3166,"2007","M","Otras","150"
"Michoacán",13661,"2007","M","Otras","N.A."
"Morelos",16403,"2007","M","Otras","N.A."
"Nayarit",8716,"2007","M","Otras","20"
"Nuevo León",80,"2007","M","Otras","11"
"Oaxaca",2303,"2007","M","Otras","2"
"Puebla",6960,"2007","M","Otras","32"
"Querétaro",1739,"2007","M","Otras","45"
"Quintana Roo",51,"2007","M","Otras","N.A."
"San Luis Potosí",131,"2007","M","Otras","3"
"Sinaloa",3619,"2007","M","Otras","357"
"Sonora",2027,"2007","M","Otras","83"
"Tabasco",20,"2007","M","Otras","2"
"Tamaulipas",134,"2007","M","Otras","0"
"Tlaxcala",26,"2007","M","Otras","0"
"Veracruz",159,"2007","M","Otras","N.A."
"Yucatán",24,"2007","M","Otras","0"
"Zacatecas",1922,"2007","M","Otras","1"
"Aguascalientes",1000,"2008","M","SALUD","990"
"Baja California",69,"2008","M","SALUD","11"
"Baja California Sur",54,"2008","M","SALUD","34"
"Campeche",64,"2008","M","SALUD","47"
"Coahuila",77,"2008","M","SALUD","33"
"Colima",5588,"2008","M","SALUD","4136"
"Chiapas",169,"2008","M","SALUD","97"
"Chihuahua",189,"2008","M","SALUD","67"
"Distrito Federal",212,"2008","M","SALUD","162"
"Durango",3020,"2008","M","SALUD","2479"
"Guanajuato",13411,"2008","M","SALUD","7100"
"Guerrero",19643,"2008","M","SALUD","16926"
"Hidalgo",103,"2008","M","SALUD","94"
"Jalisco",27280,"2008","M","SALUD","19582"
"México",3955,"2008","M","SALUD","3755"
"Michoacán",14830,"2008","M","SALUD","8141"
"Morelos",15384,"2008","M","SALUD","11946"
"Nayarit",8248,"2008","M","SALUD","5242"
"Nuevo León",99,"2008","M","SALUD","26"
"Oaxaca",2516,"2008","M","SALUD","1588"
"Puebla",7234,"2008","M","SALUD","4902"
"Querétaro",1859,"2008","M","SALUD","550"
"Quintana Roo",31,"2008","M","SALUD","12"
"San Luis Potosí",114,"2008","M","SALUD","36"
"Sinaloa",3825,"2008","M","SALUD","1727"
"Sonora",1656,"2008","M","SALUD","1128"
"Tabasco",20,"2008","M","SALUD","8"
"Tamaulipas",125,"2008","M","SALUD","58"
"Tlaxcala",21,"2008","M","SALUD","18"
"Veracruz",93,"2008","M","SALUD","53"
"Yucatán",29,"2008","M","SALUD","1"
"Zacatecas",1962,"2008","M","SALUD","1375"
"Aguascalientes",1000,"2008","M","IMSS-ORD","10"
"Baja California",69,"2008","M","IMSS-ORD","32"
"Baja California Sur",54,"2008","M","IMSS-ORD","11"
"Campeche",64,"2008","M","IMSS-ORD","8"
"Coahuila",77,"2008","M","IMSS-ORD","33"
"Colima",5588,"2008","M","IMSS-ORD","1285"
"Chiapas",169,"2008","M","IMSS-ORD","25"
"Chihuahua",189,"2008","M","IMSS-ORD","45"
"Distrito Federal",212,"2008","M","IMSS-ORD","17"
"Durango",3020,"2008","M","IMSS-ORD","51"
"Guanajuato",13411,"2008","M","IMSS-ORD","2917"
"Guerrero",19643,"2008","M","IMSS-ORD","2148"
"Hidalgo",103,"2008","M","IMSS-ORD","0"
"Jalisco",27280,"2008","M","IMSS-ORD","5268"
"México",3955,"2008","M","IMSS-ORD","25"
"Michoacán",14830,"2008","M","IMSS-ORD","2615"
"Morelos",15384,"2008","M","IMSS-ORD","2858"
"Nayarit",8248,"2008","M","IMSS-ORD","776"
"Nuevo León",99,"2008","M","IMSS-ORD","55"
"Oaxaca",2516,"2008","M","IMSS-ORD","46"
"Puebla",7234,"2008","M","IMSS-ORD","440"
